month,trades_entered,trades_skipped,month_pnl,narrative
2019-02,1,0,10880.0,"ENTERED on 2019-02-19: | VRP regime=LEAN (raw=2.93, z=-0.27, scalar=0.33) | Regime=ELEVATED (PI_width=9.18, z=0.77, mult=0.75) | Composite scalar=0.867 | Strikes: 2670/2550 (width=120), 17x, credit=$10,880, DTE=28 | SPX=2779.8, VIX=14.9 | Outcome: P&L=$10,880 (0.91%) | Codes: BINDING: VRP | ENTER: scalar=0.867"
2019-03,1,0,10349.999999999998,"ENTERED on 2019-03-18: | VRP regime=LEAN (raw=3.06, z=-0.19, scalar=0.33) | Regime=STABLE (PI_width=9.04, z=0.12, mult=1.00) | Composite scalar=0.819 | Strikes: 2720/2590 (width=130), 15x, credit=$10,350, DTE=30 | SPX=2832.9, VIX=13.1 | Outcome: P&L=$10,350 (0.86%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2019-04,0,1,0.0,"SKIPPED on 2019-04-22: VRP regime=INVERTED (raw=1.58, z=-0.85) Regime=ELEVATED (PI_z=0.54) Reason: VRP_INVERTED (z=-0.85)"
2019-05,1,0,14325.0,"ENTERED on 2019-05-20: | VRP regime=LEAN (raw=3.21, z=-0.06, scalar=0.33) | Regime=ELEVATED (PI_width=9.19, z=0.86, mult=0.75) | Composite scalar=0.867 | Strikes: 2690/2555 (width=135), 15x, credit=$14,325, DTE=30 | SPX=2840.2, VIX=16.3 | Outcome: P&L=$14,325 (1.17%) | Codes: BINDING: VRP | ENTER: scalar=0.867"
2019-06,1,0,7650.0,"ENTERED on 2019-06-24: | VRP regime=NORMAL (raw=3.50, z=0.02, scalar=0.67) | Regime=STABLE (PI_width=8.80, z=-1.11, mult=1.00) | Composite scalar=0.574 | Strikes: 2820/2690 (width=130), 10x, credit=$7,650, DTE=23 | SPX=2945.4, VIX=15.3 | Outcome: P&L=$7,650 (0.62%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2019-07,1,0,9870.0,"ENTERED on 2019-07-22: | VRP regime=LEAN (raw=3.46, z=-0.01, scalar=0.33) | Regime=STABLE (PI_width=8.83, z=-0.93, mult=1.00) | Composite scalar=0.819 | Strikes: 2875/2740 (width=135), 14x, credit=$9,870, DTE=30 | SPX=2985.0, VIX=13.5 | Outcome: P&L=$9,870 (0.80%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2019-08,0,1,0.0,"SKIPPED on 2019-08-19: VRP regime=NORMAL (raw=4.01, z=0.21) Regime=CRISIS (PI_z=1.79) Reason: REGIME_CRISIS (z=1.79)"
2019-09,0,1,0.0,"SKIPPED on 2019-09-23: VRP regime=INVERTED (raw=2.45, z=-0.56) Regime=STABLE (PI_z=-0.28) Reason: VRP_INVERTED (z=-0.56)"
2019-10,1,0,8195.0,"ENTERED on 2019-10-21: | VRP regime=NORMAL (raw=3.83, z=0.04, scalar=0.67) | Regime=STABLE (PI_width=8.66, z=-1.71, mult=1.00) | Composite scalar=0.574 | Strikes: 2890/2770 (width=120), 11x, credit=$8,195, DTE=30 | SPX=3006.7, VIX=14.0 | Outcome: P&L=$8,195 (0.66%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2019-11,1,0,11690.000000000002,"ENTERED on 2019-11-18: | VRP regime=LEAN (raw=2.91, z=-0.37, scalar=0.33) | Regime=ELEVATED (PI_width=9.20, z=0.88, mult=0.75) | Composite scalar=0.867 | Strikes: 2990/2840 (width=150), 14x, credit=$11,690, DTE=30 | SPX=3122.0, VIX=12.5 | Outcome: P&L=$11,690 (0.93%) | Codes: BINDING: VRP | ENTER: scalar=0.867"
2019-12,1,0,8515.0,"ENTERED on 2019-12-23: | VRP regime=LEAN (raw=3.36, z=-0.12, scalar=0.33) | Regime=STABLE (PI_width=8.97, z=-0.26, mult=1.00) | Composite scalar=0.819 | Strikes: 3105/2955 (width=150), 13x, credit=$8,515, DTE=23 | SPX=3224.0, VIX=12.6 | Outcome: P&L=$8,515 (0.67%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2020-01,0,1,0.0,"SKIPPED on 2020-01-21: VRP regime=INVERTED (raw=1.85, z=-1.22) Regime=CRISIS (PI_z=2.04) Reason: VRP_INVERTED (z=-1.22) | REGIME_CRISIS (z=2.04)"
2020-02,0,1,0.0,"SKIPPED on 2020-02-24: VRP regime=EXTREMELY_RICH (raw=10.75, z=5.53) Regime=STABLE (PI_z=-0.72) Reason: BUILD_FAIL | RV_CLASS_REDUCE_25% | CALL_OVERLAY_ELIGIBLE | BINDING: EQUAL | ENTER: scalar=0.000"
2020-03,0,1,0.0,SKIPPED on 2020-03-23: NO_OPTION_CHAIN
2020-04,0,1,0.0,"SKIPPED on 2020-04-20: VRP regime=EXTREMELY_RICH (raw=15.43, z=1.67) Regime=STABLE (PI_z=0.17) Reason: BUILD_FAIL | CALL_OVERLAY_ELIGIBLE | BINDING: EQUAL | ENTER: scalar=0.000"
2020-05,0,1,0.0,"SKIPPED on 2020-05-18: VRP regime=RICH (raw=10.46, z=0.72) Regime=STABLE (PI_z=-0.27) Reason: BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000"
2020-06,1,0,11610.0,"ENTERED on 2020-06-22: | VRP regime=NORMAL (raw=8.32, z=0.30, scalar=0.67) | Regime=STABLE (PI_width=9.04, z=0.15, mult=1.00) | Composite scalar=0.574 | Strikes: 2850/2700 (width=150), 9x, credit=$11,610, DTE=21 | SPX=3117.9, VIX=31.8 | Outcome: P&L=$11,610 (0.91%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2020-07,1,0,10305.0,"ENTERED on 2020-07-20: | VRP regime=NORMAL (raw=7.23, z=0.05, scalar=0.67) | Regime=STABLE (PI_width=9.01, z=-0.03, mult=1.00) | Composite scalar=0.574 | Strikes: 3005/2855 (width=150), 9x, credit=$10,305, DTE=28 | SPX=3251.8, VIX=24.5 | Outcome: P&L=$10,305 (0.80%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2020-08,1,0,8325.0,"ENTERED on 2020-08-24: | VRP regime=NORMAL (raw=7.98, z=0.10, scalar=0.67) | Regime=STABLE (PI_width=8.92, z=-0.48, mult=1.00) | Composite scalar=0.574 | Strikes: 3225/3075 (width=150), 9x, credit=$8,325, DTE=21 | SPX=3431.3, VIX=22.4 | Outcome: P&L=$8,325 (0.64%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2020-09,1,0,11295.0,"ENTERED on 2020-09-21: | VRP regime=NORMAL (raw=7.96, z=0.05, scalar=0.67) | Regime=STABLE (PI_width=8.76, z=-1.27, mult=1.00) | Composite scalar=0.574 | Strikes: 3040/2890 (width=150), 9x, credit=$11,295, DTE=28 | SPX=3281.1, VIX=27.8 | Outcome: P&L=$11,295 (0.86%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2020-10,1,0,10220.000000000002,"ENTERED on 2020-10-19: | VRP regime=NORMAL (raw=9.15, z=0.16, scalar=0.67) | Regime=STABLE (PI_width=9.10, z=0.35, mult=1.00) | Composite scalar=0.431 | Strikes: 3115/2965 (width=150), 7x, credit=$10,220, DTE=28 | SPX=3426.9, VIX=29.2 | Outcome: P&L=$10,220 (0.77%) | Codes: RV_CLASS_REDUCE_25% | BINDING: VRP | ENTER: scalar=0.431"
2020-11,1,0,15260.0,"ENTERED on 2020-11-23: | VRP regime=LEAN (raw=8.10, z=-0.11, scalar=0.33) | Regime=STABLE (PI_width=9.00, z=-0.12, mult=1.00) | Composite scalar=0.819 | Strikes: 3350/3200 (width=150), 14x, credit=$15,260, DTE=21 | SPX=3577.6, VIX=22.7 | Outcome: P&L=$15,260 (1.14%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2020-12,1,0,18560.000000000004,"ENTERED on 2020-12-21: | VRP regime=LEAN (raw=7.68, z=-0.23, scalar=0.33) | Regime=STRESSED (PI_width=9.25, z=1.16, mult=0.50) | Composite scalar=0.914 | Strikes: 3440/3290 (width=150), 16x, credit=$18,560, DTE=29 | SPX=3694.9, VIX=25.2 | Outcome: P&L=$18,560 (1.37%) | Codes: BINDING: VRP | ENTER: scalar=0.914"
2021-01,1,0,16030.000000000002,"ENTERED on 2021-01-19: | VRP regime=LEAN (raw=8.40, z=-0.17, scalar=0.33) | Regime=STABLE (PI_width=9.02, z=0.04, mult=1.00) | Composite scalar=0.819 | Strikes: 3525/3375 (width=150), 14x, credit=$16,030, DTE=28 | SPX=3798.9, VIX=23.2 | Outcome: P&L=$16,030 (1.17%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2021-02,1,0,15679.999999999998,"ENTERED on 2021-02-22: | VRP regime=LEAN (raw=7.79, z=-0.36, scalar=0.33) | Regime=STABLE (PI_width=9.01, z=0.05, mult=1.00) | Composite scalar=0.819 | Strikes: 3620/3470 (width=150), 14x, credit=$15,680, DTE=21 | SPX=3876.5, VIX=23.5 | Outcome: P&L=$15,680 (1.13%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2021-03,0,1,0.0,"SKIPPED on 2021-03-22: VRP regime=INVERTED (raw=4.15, z=-1.33) Regime=STABLE (PI_z=0.03) Reason: VRP_INVERTED (z=-1.33)"
2021-04,0,1,0.0,"SKIPPED on 2021-04-19: VRP regime=INVERTED (raw=4.45, z=-1.28) Regime=STRESSED (PI_z=1.09) Reason: VRP_INVERTED (z=-1.28)"
2021-05,0,1,0.0,"SKIPPED on 2021-05-24: VRP regime=INVERTED (raw=4.35, z=-1.19) Regime=STRESSED (PI_z=1.25) Reason: VRP_INVERTED (z=-1.19)"
2021-06,0,1,0.0,"SKIPPED on 2021-06-21: VRP regime=INVERTED (raw=2.26, z=-1.96) Regime=ELEVATED (PI_z=0.98) Reason: VRP_INVERTED (z=-1.96)"
2021-07,1,0,14040.000000000004,"ENTERED on 2021-07-19: | VRP regime=LEAN (raw=6.63, z=-0.12, scalar=0.33) | Regime=ELEVATED (PI_width=9.17, z=0.86, mult=0.75) | Composite scalar=0.651 | Strikes: 3950/3800 (width=150), 12x, credit=$14,040, DTE=28 | SPX=4258.5, VIX=22.5 | Outcome: P&L=$14,040 (1.00%) | Codes: RV_CLASS_REDUCE_25% | BINDING: VRP | ENTER: scalar=0.651"
2021-08,0,1,0.0,"SKIPPED on 2021-08-23: VRP regime=INVERTED (raw=4.10, z=-0.98) Regime=STRESSED (PI_z=1.41) Reason: VRP_INVERTED (z=-0.98)"
2021-09,0,1,0.0,"SKIPPED on 2021-09-20: VRP regime=NORMAL (raw=7.41, z=0.40) Regime=CRISIS (PI_z=1.99) Reason: REGIME_CRISIS (z=1.99)"
2021-10,0,1,0.0,"SKIPPED on 2021-10-18: VRP regime=INVERTED (raw=3.01, z=-1.33) Regime=CRISIS (PI_z=2.12) Reason: VRP_INVERTED (z=-1.33) | REGIME_CRISIS (z=2.12)"
2021-11,1,0,14925.000000000004,"ENTERED on 2021-11-22: | VRP regime=NORMAL (raw=6.51, z=0.48, scalar=0.67) | Regime=STRESSED (PI_width=9.25, z=1.22, mult=0.50) | Composite scalar=0.815 | Strikes: 4430/4280 (width=150), 15x, credit=$14,925, DTE=21 | SPX=4682.9, VIX=19.2 | Outcome: P&L=$14,925 (1.05%) | Codes: BINDING: REGIME | ENTER: scalar=0.815"
2021-12,1,0,12649.999999999998,"ENTERED on 2021-12-20: | VRP regime=NORMAL (raw=6.56, z=0.48, scalar=0.67) | Regime=STABLE (PI_width=8.88, z=-0.63, mult=1.00) | Composite scalar=0.574 | Strikes: 4240/4090 (width=150), 10x, credit=$12,650, DTE=30 | SPX=4568.0, VIX=22.9 | Outcome: P&L=$12,650 (0.89%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2022-01,0,1,0.0,"SKIPPED on 2022-01-24: VRP regime=INVERTED (raw=1.03, z=-2.35) Regime=ELEVATED (PI_z=0.63) Reason: VRP_INVERTED (z=-2.35)"
2022-02,1,0,10254.999999999998,"ENTERED on 2022-02-22: | VRP regime=EXTREMELY_RICH (raw=8.36, z=1.71, scalar=1.00) | Regime=ELEVATED (PI_width=9.14, z=0.58, mult=0.75) | Composite scalar=0.375 | Strikes: 3970/3820 (width=150), 7x, credit=$10,255, DTE=30 | SPX=4304.8, VIX=28.8 | Outcome: P&L=$10,255 (0.71%) | Codes: RV_CLASS_REDUCE_25% | BINDING: REGIME | ENTER: scalar=0.375"
2022-03,0,1,0.0,"SKIPPED on 2022-03-21: VRP regime=RICH (raw=7.50, z=0.93) Regime=STABLE (PI_z=-0.02) Reason: BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000"
2022-04,0,1,0.0,"SKIPPED on 2022-04-18: VRP regime=RICH (raw=6.75, z=0.53) Regime=STABLE (PI_z=-1.65) Reason: BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000"
2022-05,0,1,0.0,"SKIPPED on 2022-05-23: VRP regime=EXTREMELY_RICH (raw=11.70, z=2.54) Regime=STABLE (PI_z=0.33) Reason: BUILD_FAIL | CALL_OVERLAY_ELIGIBLE | BINDING: EQUAL | ENTER: scalar=0.000"
2022-06,0,1,0.0,"SKIPPED on 2022-06-21: VRP regime=RICH (raw=8.11, z=0.85) Regime=STABLE (PI_z=-0.23) Reason: BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000"
2022-07,1,0,16720.0,"ENTERED on 2022-07-18: | VRP regime=NORMAL (raw=7.21, z=0.36, scalar=0.67) | Regime=STABLE (PI_width=8.87, z=-0.82, mult=1.00) | Composite scalar=0.574 | Strikes: 3540/3390 (width=150), 11x, credit=$16,720, DTE=30 | SPX=3830.9, VIX=25.3 | Outcome: P&L=$16,720 (1.15%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2022-08,1,0,1087.9999999998836,"ENTERED on 2022-08-22: | VRP regime=LEAN (raw=6.00, z=-0.17, scalar=0.33) | Regime=ELEVATED (PI_width=9.18, z=0.73, mult=0.75) | Composite scalar=0.867 | Strikes: 3885/3735 (width=150), 16x, credit=$19,760, DTE=30 | SPX=4138.0, VIX=23.8 | Outcome: P&L=$1,088 (0.07%) | Codes: BINDING: VRP | ENTER: scalar=0.867"
2022-09,1,0,22200.0,"ENTERED on 2022-09-19: | VRP regime=LEAN (raw=5.73, z=-0.33, scalar=0.33) | Regime=STABLE (PI_width=8.91, z=-0.64, mult=1.00) | Composite scalar=0.819 | Strikes: 3610/3460 (width=150), 15x, credit=$22,200, DTE=30 | SPX=3899.9, VIX=25.8 | Outcome: P&L=$22,200 (1.50%) | Codes: BINDING: VRP | ENTER: scalar=0.819"
2022-10,0,1,0.0,"SKIPPED on 2022-10-24: VRP regime=EXTREMELY_RICH (raw=11.96, z=1.80) Regime=STABLE (PI_z=-0.14) Reason: BUILD_FAIL | CALL_OVERLAY_ELIGIBLE | BINDING: EQUAL | ENTER: scalar=0.000"
2022-11,1,0,17420.0,"ENTERED on 2022-11-21: | VRP regime=NORMAL (raw=7.10, z=0.01, scalar=0.67) | Regime=ELEVATED (PI_width=9.20, z=0.95, mult=0.75) | Composite scalar=0.705 | Strikes: 3725/3575 (width=150), 13x, credit=$17,420, DTE=30 | SPX=3949.9, VIX=22.4 | Outcome: P&L=$17,420 (1.17%) | Codes: BINDING: VRP | ENTER: scalar=0.705"
2022-12,1,0,14960.000000000002,"ENTERED on 2022-12-19: | VRP regime=NORMAL (raw=7.05, z=0.02, scalar=0.67) | Regime=STABLE (PI_width=9.00, z=-0.12, mult=1.00) | Composite scalar=0.574 | Strikes: 3585/3435 (width=150), 11x, credit=$14,960, DTE=30 | SPX=3817.7, VIX=22.4 | Outcome: P&L=$14,960 (0.99%) | Codes: BINDING: VRP | ENTER: scalar=0.574"
2023-01,0,1,0.0,"SKIPPED on 2023-01-23: VRP regime=INVERTED (raw=4.07, z=-1.00) Regime=ELEVATED (PI_z=0.85) Reason: VRP_INVERTED (z=-1.00)"
2023-02,1,0,20399.999999999996,"ENTERED on 2023-02-21: | VRP regime=NORMAL (raw=6.84, z=0.01, scalar=0.67) | Regime=STRESSED (PI_width=9.26, z=1.35, mult=0.50) | Composite scalar=0.815 | Strikes: 3770/3620 (width=150), 16x, credit=$20,400, DTE=30 | SPX=3997.3, VIX=22.9 | Outcome: P&L=$20,400 (1.33%) | Codes: BINDING: REGIME | ENTER: scalar=0.815"
